q,n,r,lower_bound,upper_bound,lower_bound_reference,upper_bound_reference
21,6,6,1,1,rule_trivial_lower,rule_trivial_upper
21,7,1,14294354,17994585,lit_rodemich_1970,rule_length_monotonicity
21,7,2,213881,571438,rule_improved_sphere_covering_bound,rule_q_ary_lifting
21,7,3,6249,28812,lit_chen_honkala_1990,rule_q_ary_lifting
21,7,4,497,1029,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
21,7,5,75,98,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
21,7,6,21,21,rule_trivial_lower,rule_trivial_upper
21,7,7,1,1,rule_trivial_lower,rule_trivial_upper
21,8,1,257298363,257298363,lit_blokhuis_lam_1984,lit_blokhuis_lam_1984
21,8,2,3329193,9529569,lit_chen_honkala_1990,rule_direct_sum
21,8,3,82341,453789,lit_chen_honkala_1990,rule_direct_sum
21,8,4,3288,21609,lit_lang_quistorff_schneider_2006_2007,rule_length_monotonicity
21,8,5,354,1029,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
21,8,6,64,91,lit_rodemich_1970,lit_keri_ostergard_2005
21,8,7,21,21,rule_trivial_lower,rule_trivial_upper
21,8,8,1,1,rule_trivial_lower,rule_trivial_upper
